,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Spotify ID,Youtube ID,genre,Path
150,ATB,9pm (Till I Come),4,4,5,3,2,5,5,2,1,1CgbwsrNDlFrRuk2ebQ7zr,,electronic,tracks/1CgbwsrNDlFrRuk2ebQ7zr.mp3
151,Elis Regina,Como Nossos Pais,3,3,3,4,2,3,3,2,3,2ZC8sdv4Kvuql7Q9T8Agzv,,jazz,tracks/2ZC8sdv4Kvuql7Q9T8Agzv.mp3
152,Burial,Untrue,2,2,2,2,2,4,3,3,1,1aaIYTqoRDzRUilU2Q6vTe,,electronic,tracks/1aaIYTqoRDzRUilU2Q6vTe.mp3
153,Ella Fitzgerald,The Nearness Of You,4,3,5,5,5,3,2,1,2,39CdOo5GPGSIdxWDvyyWkr,,jazz,tracks/39CdOo5GPGSIdxWDvyyWkr.mp3
154,Jessie Ware,Swan Song,2,2,2,3,5,2,1,2,3,708jomIP1WJkoinbSJxOGm,,funk_soul,tracks/708jomIP1WJkoinbSJxOGm.mp3
155,The Cinematic Orchestra,Ma Fleur,3,2,4,4,5,2,2,2,3,3AqPL1n1wKc5DVFFnYuJhp,,electronic,tracks/3AqPL1n1wKc5DVFFnYuJhp.mp3
156,Good Charlotte,March On,3,2,2,2,4,2,1,1,4,5aj1QFI3B492gzMXgioTqe,,rock,tracks/5aj1QFI3B492gzMXgioTqe.mp3
157,Perlla,No Meu Comando,2,2,1,2,1,4,3,2,1,4A1xnjGKCJWxa6VnUHKdvl,,funk_soul,tracks/4A1xnjGKCJWxa6VnUHKdvl.mp3
158,of Montreal,Oslo In The Summertime,2,2,2,2,3,4,2,3,2,3aWcuInJ6nPVUey0wDQQUL,,pop,tracks/3aWcuInJ6nPVUey0wDQQUL.mp3
159,BANKS,Beggin for Thread,2,3,2,2,2,2,3,2,2,4PvD06Pmbm2rHG2JjSlElF,,electronic,tracks/4PvD06Pmbm2rHG2JjSlElF.mp3
160,The Whispers,Rock Steady,2,2,5,2,2,5,3,1,1,1YCsTFttuHAzgfEWKdOb9K,,funk_soul,tracks/1YCsTFttuHAzgfEWKdOb9K.mp3
161,Beyoncï¿½,Halo,5,5,5,5,4,5,5,3,3,4JehYebiI9JE8sR8MisGVb,,pop,tracks/4JehYebiI9JE8sR8MisGVb.mp3
162,Passion Pit,Sleepyhead,2,2,2,1,2,5,3,3,1,4prEPl61C8qZpeo3IkYSMl,,electronic,tracks/4prEPl61C8qZpeo3IkYSMl.mp3
163,Edwin McCain,I Could Not Ask for More,4,2,4,4,4,2,4,2,2,14J3PO0VnhtcRa31r7Aj1L,,rock,tracks/14J3PO0VnhtcRa31r7Aj1L.mp3
164,Ace of Base,All That She Wants,3,3,5,3,4,5,4,1,2,6kWJvPfC4DgUpRsXKNa9z9,,pop,tracks/6kWJvPfC4DgUpRsXKNa9z9.mp3
165,Duke Ellington,Sophisticated Lady,3,3,5,5,5,3,2,2,2,2ua1p76h5Yy2u3dVZ9Qb0l,,jazz,tracks/2ua1p76h5Yy2u3dVZ9Qb0l.mp3
166,Sï¿½rgio Mendes,Mas que nada,2,3,3,2,4,5,3,2,1,6U7GUjtamt2P0LcFod1dBT,,jazz,tracks/6U7GUjtamt2P0LcFod1dBT.mp3
167,Trailerpark,Schlechter Tag,4,5,1,2,1,5,1,3,1,,Ugkxf5fmFiQEz9AO6cjfIswgzRsJmSFsHTQ4,hip_hop,tracks/Ugkxf5fmFiQEz9AO6cjfIswgzRsJmSFsHTQ4.mp3
168,Desiigner,Panda,5,2,1,2,2,5,5,2,1,275a9yzwGB6ncAW4SxY7q3,UgkxQz5bPiHchdgU1Ie2V9uYNUt_ovZ6pl5O,hip_hop,tracks/UgkxQz5bPiHchdgU1Ie2V9uYNUt_ovZ6pl5O.mp3
169,NAS,Doo Rags,5,5,4,5,4,5,5,1,1,2XQrvYopdCkOenX4Z5CdV7,UgkxHgPXHI3iwijH2ubl4ECPZWr71pOH2kNY,hip_hop,tracks/UgkxHgPXHI3iwijH2ubl4ECPZWr71pOH2kNY.mp3
170,DMX,X Gon' Give It To Ya,4,2,2,2,2,5,5,1,1,1zzxoZVylsna2BQB65Ppcb,UgkxMeHC_SJHx7meQn7dBLWcFSeJvrcjj8dO,hip_hop,tracks/UgkxMeHC_SJHx7meQn7dBLWcFSeJvrcjj8dO.mp3
171,Xatar,Meine Groï¿½e Liebe,2,4,1,2,1,4,4,1,1,7H1xPBRWYLhPGluTUDUYOw,UgkxFhBctjHXvMsHAcraQU2xMxEYvWxFm_wL,hip_hop,tracks/UgkxFhBctjHXvMsHAcraQU2xMxEYvWxFm_wL.mp3
172,Biggie Smalls,Hypnotize,5,3,5,2,4,5,4,2,1,6Tsu3OsuMz4KEGKbOYd6A0,Ugkxbp2QRLTD6BTCpZW-yKc0OFZeAW5I8r09,hip_hop,tracks/Ugkxbp2QRLTD6BTCpZW-yKc0OFZeAW5I8r09.mp3
173,Salt-N-Pepa,Shoop,3,2,2,1,2,5,5,1,1,0Pu71wxadDlB8fJXfjIjeJ,UgkxI8XA0Ss2SLFsfghG7NqcNGfMsRxxpZYv,hip_hop,tracks/UgkxI8XA0Ss2SLFsfghG7NqcNGfMsRxxpZYv.mp3
174,Prinz Pi,Laura,2,2,2,1,2,1,2,3,2,4pbTElMDaHrkLOfOv8nUdC,UgkxKywj4WMS6UIR12bQWx3DD6jYhjU0j1Em,hip_hop,tracks/UgkxKywj4WMS6UIR12bQWx3DD6jYhjU0j1Em.mp3
175,Black Eyed Peas,Where Is The Love,5,5,4,1,2,5,4,1,2,1FreAz1lmnDi5aKLB6GdFM,UgkxAcAvpg9Rn3wufSr74nt2XWz5VAoqurTl,hip_hop,tracks/UgkxAcAvpg9Rn3wufSr74nt2XWz5VAoqurTl.mp3
176,Blumio,Lass Mal ï¿½ber Haie Reden,2,2,1,1,2,5,4,4,1,2cdXF2fdd1q3wXg7VnxzEJ,,hip_hop,tracks/2cdXF2fdd1q3wXg7VnxzEJ.mp3
177,Cyne,One Day,2,2,2,2,3,5,4,2,1,46cmIQKXy7Ric5yNZ2tzde,,hip_hop,tracks/46cmIQKXy7Ric5yNZ2tzde.mp3
178,The Pharcyde,Passin' Me By,3,1,1,2,2,5,3,4,1,4G3dZN9o3o2X4VKwt4CLts,,hip_hop,tracks/4G3dZN9o3o2X4VKwt4CLts.mp3
179,Gucci Mane,Tone It Down,2,2,1,2,3,5,4,4,1,0iTCmKvuU1ReULiQB0rI7n,Ugkxf33sURscVNsNOPhtXYIqdKQs0QgGv_hU,hip_hop,tracks/Ugkxf33sURscVNsNOPhtXYIqdKQs0QgGv_hU.mp3
180,Jay-Z,The Story Of OJ,3,2,2,2,4,5,3,3,1,6JpN5w95em8SODPiM7W2PH,Ugkxwm41Q5LmH_RIy9Az47Y2TT8x2u_nW7f_,hip_hop,tracks/Ugkxwm41Q5LmH_RIy9Az47Y2TT8x2u_nW7f_.mp3
181,2Pac,All Eyez On Me,2,2,2,2,4,4,3,3,1,4VQNCzfZ3MdHEwwErNXpBo,,hip_hop,tracks/4VQNCzfZ3MdHEwwErNXpBo.mp3
182,K.I.Z.,Ein Affe und ein Pferd,2,2,1,1,2,5,5,5,1,3qM75mSV84LHHJqlITqZsk,UgkxnE8-rmtVlOk9mjkXNUzj7cbG0RTr0goh,hip_hop,tracks/UgkxnE8-rmtVlOk9mjkXNUzj7cbG0RTr0goh.mp3
183,LL Cool J,Around The Way Girl,3,2,2,3,5,5,3,1,1,4Qxv2L4JICAWLFrBV6QeH8,UgkxMbCDRF2FTSOAr1PU6OBHoM-fbiYzsRIR,hip_hop,tracks/UgkxMbCDRF2FTSOAr1PU6OBHoM-fbiYzsRIR.mp3
184,Coolio,Gangsta's Paradise,5,3,4,1,2,5,5,2,1,1DIXPcTDzTj8ZMHt3PDt8p,,hip_hop,tracks/1DIXPcTDzTj8ZMHt3PDt8p.mp3
185,Cardi B,Bodak Yellow,2,2,1,1,1,5,5,3,1,6KBYefIoo7KydImq1uUQlL,Ugkx48OuhuUKmNoCu9K_To4wgHRXCPr708xs,hip_hop,tracks/Ugkx48OuhuUKmNoCu9K_To4wgHRXCPr708xs.mp3
186,Killer Mike,A.D.I.D.A.S.,3,1,1,1,3,5,2,2,1,3ghaPXI1bdNDeYpfCEv1Gw,UgkxiSdeQAHTlSYSQp1Dzp5rOMLKzJAF_m_3,hip_hop,tracks/UgkxiSdeQAHTlSYSQp1Dzp5rOMLKzJAF_m_3.mp3
187,Beginner,Fï¿½chse,3,2,1,1,4,5,3,2,1,4vxjNphyAqPGR8KpuXPGoi,Ugkxg4DpwMmd0f6ft1dcr1UHjkgDVWqbUmQM,hip_hop,tracks/Ugkxg4DpwMmd0f6ft1dcr1UHjkgDVWqbUmQM.mp3
188,Scroobius Pip,Let 'Em Come,2,2,1,1,1,3,4,5,1,5iDkCenF5yMkweYTzvnxc0,UgkxNA0TGyZvRFpL5HfNxf5jL-Aos0_TMrjq,hip_hop,tracks/UgkxNA0TGyZvRFpL5HfNxf5jL-Aos0_TMrjq.mp3
189,SIDO,Fuffies Im Club,1,2,1,1,1,4,2,5,1,1A0b0yR0quuBByKQzASAvf,UgkxiDWo6SHEUI4jBlKNkh5hXdY_TZh5n84U,hip_hop,tracks/UgkxiDWo6SHEUI4jBlKNkh5hXdY_TZh5n84U.mp3
190,Chance The Rapper,Summer Friends,1,1,1,2,3,4,1,3,1,2fl0B0OaXjWbjHCQFx2O8W,Ugkx3xlTENI-JXgKuo3V07OjMtslbm5vFWD5,hip_hop,tracks/Ugkx3xlTENI-JXgKuo3V07OjMtslbm5vFWD5.mp3
191,Twentyone Pilots,Lane Boy,3,2,1,1,2,4,5,1,1,2P61EK6DMGyVyssLWS4fKy,Ugkx6eec1x4NPyH_99Itv46s6pLeG_41gm9x,hip_hop,tracks/Ugkx6eec1x4NPyH_99Itv46s6pLeG_41gm9x.mp3
192,BBou,Kanona,2,1,1,2,1,2,2,3,1,,Ugkx_GQpNV2nvUVSHHAdncjVQHIqQ_7MUNwf,hip_hop,tracks/Ugkx_GQpNV2nvUVSHHAdncjVQHIqQ_7MUNwf.mp3
193,The Roots,You Got Me,3,2,4,3,3,2,2,2,2,4pdLZsxq0y5oJDb6Cxlokw,Ugkxu01TdXlyzUBaA1uxYlVxUTn3Z0cXaUh5,hip_hop,tracks/Ugkxu01TdXlyzUBaA1uxYlVxUTn3Z0cXaUh5.mp3
194,Kanye West,Touch The Sky,3,2,3,2,3,5,3,1,1,2dxjKgT0li4qBI3QwuN9Ih,UgkxECNPyiKIoYY4_1W_zNYoxmgktMke-Sze,hip_hop,tracks/UgkxECNPyiKIoYY4_1W_zNYoxmgktMke-Sze.mp3
195,Pharoahe Monch,Let's Go,1,2,1,1,2,4,3,2,1,67c29TckQ1LtejsU6USqvG,Ugkx_7x4uFOt1eXD_KeuDY4hwqVAbulrtRUg,hip_hop,tracks/Ugkx_7x4uFOt1eXD_KeuDY4hwqVAbulrtRUg.mp3
196,Eminem,Mockingbird,4,2,5,2,2,2,2,3,5,561jH07mF1jHuk7KlaeF0s,Ugkxgie5MI-cRMFrgZHXb5x44t3tkLgpM5CJ,hip_hop,tracks/Ugkxgie5MI-cRMFrgZHXb5x44t3tkLgpM5CJ.mp3
197,Eminem,Rap God,5,4,2,2,2,5,5,4,1,6or1bKJiZ06IlK0vFvY75k,UgkxrDhQWgXdqNyuTc7tw5ecNLbYAppxo_jj,hip_hop,tracks/UgkxrDhQWgXdqNyuTc7tw5ecNLbYAppxo_jj.mp3
198,Freundeskreis,A-N-N-A,1,2,3,3,4,1,1,2,2,6EWtkdeKmVtRjmydTfIR0S,UgkxMgl6-aZs6hkIbjgGKbpferte9SbBUBnx,hip_hop,tracks/UgkxMgl6-aZs6hkIbjgGKbpferte9SbBUBnx.mp3
199,Eminem,Lose Yourself,4,3,4,2,3,5,5,2,1,7MJQ9Nfxzh8LPZ9e9u68Fq,UgkxpFGqBJ32ORfzd4DhgSOtxi95nKPJclM2,hip_hop,tracks/UgkxpFGqBJ32ORfzd4DhgSOtxi95nKPJclM2.mp3
200,Travis Scott,Antidote,2,2,2,1,2,5,4,3,1,1wHZx0LgzFHyeIZkUydNXq,UgkxH_KgkMKJXtZ87XO7APEaNnSMxNi5L-3n,hip_hop,tracks/UgkxH_KgkMKJXtZ87XO7APEaNnSMxNi5L-3n.mp3
201,Kendrick Lamar,Cartoons & Cereal,2,3,1,1,1,5,3,5,1,,UgkxABWx8IMDZ1ygX9cK_u6KoTxrBq3P8ySu,hip_hop,tracks/UgkxABWx8IMDZ1ygX9cK_u6KoTxrBq3P8ySu.mp3
202,Kanye West,Runaway,2,1,2,2,2,4,1,4,2,3DK6m7It6Pw857FcQftMds,UgkxvrHQRM-a4RVDO6Hq0k09yxHmzCm20VwZ,hip_hop,tracks/UgkxvrHQRM-a4RVDO6Hq0k09yxHmzCm20VwZ.mp3
203,Jay-Z,99 Problems,2,2,1,1,2,5,5,3,1,7IdFdRlCjUi6kkhbPoRfnw,Ugkx57VaIZOdBBg6E3ZPJxd9Ej8E7jqqCyqQ,hip_hop,tracks/Ugkx57VaIZOdBBg6E3ZPJxd9Ej8E7jqqCyqQ.mp3
204,50 Cent,In Da Club,2,1,2,1,3,5,4,2,1,7iL6o9tox1zgHpKUfh9vuC,UgkxPTUGD757NZE04L5T2DQ0oFPpRTI64qKI,hip_hop,tracks/UgkxPTUGD757NZE04L5T2DQ0oFPpRTI64qKI.mp3
205,Akua Naru,Poetry: How Does It Feel,3,2,3,4,5,2,1,2,1,0SQg86odv33piyPWPgNpBM,UgkxaI7IEJFGmNuo3apwunshxwOL6L0qkv-L,hip_hop,tracks/UgkxaI7IEJFGmNuo3apwunshxwOL6L0qkv-L.mp3
206,OutKast,B.O.B.,2,2,1,1,2,5,5,4,1,3WibbMr6canxRJXhNtAvLU,UgkxubyVQJjx7WtuqLhLzUBEEkMSHEXoPqZH,hip_hop,tracks/UgkxubyVQJjx7WtuqLhLzUBEEkMSHEXoPqZH.mp3
207,Jedi Mind Tricks,Deathbed Doctrine,2,2,1,1,1,5,5,3,1,1i74MnweHIH0Lt4upFKP9I,UgkxZf3ZvxAYVnURNwwMij2hPwJpcszJE8nv,hip_hop,tracks/UgkxZf3ZvxAYVnURNwwMij2hPwJpcszJE8nv.mp3
208,Bushido,Leben Und Tod Des Kenneth Glï¿½ckler,3,3,1,1,2,4,5,3,1,3ai0DFuYn5KnHPUbRjAkga,,hip_hop,tracks/3ai0DFuYn5KnHPUbRjAkga.mp3
209,Beastie Boys,Fight For Your Right,4,2,2,1,1,5,5,4,1,5NLuC70kZQv8q34QyQa1DP,UgkxLiBRjEcNV1_KdoYV9fExBB4JoIZqPXl1,hip_hop,tracks/UgkxLiBRjEcNV1_KdoYV9fExBB4JoIZqPXl1.mp3
210,Action Bronson,Actin Crazy,2,2,1,1,3,4,3,4,1,3clX2NMmjaAHmBjeTSa9vV,UgkxB6BmDvjHIlfMegxsTkAL3QsvWuGjqc8U,hip_hop,tracks/UgkxB6BmDvjHIlfMegxsTkAL3QsvWuGjqc8U.mp3
211,Immortal Technique,Leaving the past,3,4,3,1,2,3,2,3,3,6msTUCqIfVOWe7pzWGzh6F,,hip_hop,tracks/6msTUCqIfVOWe7pzWGzh6F.mp3
212,SSIO,Nullkommaneun,2,3,1,1,1,5,3,5,1,3cLXgIlvugVKpWBmO5v9oy,UgkxIoxnqhDJAYNa8D04h4ErsP8RkqaPXWqW,hip_hop,tracks/UgkxIoxnqhDJAYNa8D04h4ErsP8RkqaPXWqW.mp3
213,Wu-Tang Clan,Da Mystery Of Chessboxin',2,2,1,1,1,5,5,4,1,4xOTVtbCPcfxMs2hSt9D6i,UgkxPqDxvyBR6wzkoSa7KlaX4AXcGGFvDJRp,hip_hop,tracks/UgkxPqDxvyBR6wzkoSa7KlaX4AXcGGFvDJRp.mp3
214,Post Malone,Congratulations,3,1,4,1,4,5,4,2,1,3a1lNhkSLSkpJE4MSHpDu9,UgkxjrIgYcrqFAJNCFiuffHJETXyCoL3-eMX,hip_hop,tracks/UgkxjrIgYcrqFAJNCFiuffHJETXyCoL3-eMX.mp3
215,D-12,Fight Music,1,2,1,1,1,5,5,4,1,3vBv2Tp0kHyBDUBZJr9GXQ,UgkxfSmvrq1hqByszPlR8lZYn7VfLMdBP7xj,hip_hop,tracks/UgkxfSmvrq1hqByszPlR8lZYn7VfLMdBP7xj.mp3
216,Jurassic 5,Work It Out,2,2,2,2,4,5,3,2,1,4wAjMtIbWBP3g1iETZRrg3,UgkxFIhSNhJ_Tb5dSX7vPyAIKk51jnpAln7v,hip_hop,tracks/UgkxFIhSNhJ_Tb5dSX7vPyAIKk51jnpAln7v.mp3
217,Logic,Black Spiderman,2,2,2,2,2,5,3,3,1,7BKUWh5sdtdS17crohRe4L,Ugkxpj2Jw4BiyVImQSw49snNHiZqIGXXXYfX,hip_hop,tracks/Ugkxpj2Jw4BiyVImQSw49snNHiZqIGXXXYfX.mp3
218,Jay Z,Hard Knock Life,3,2,3,3,3,5,2,2,1,0PncoISAGbKR9HRx5LEbhC,,hip_hop,tracks/0PncoISAGbKR9HRx5LEbhC.mp3
219,The Notorious B.I.G.,Juicy,3,2,2,2,4,5,3,1,1,2AP7m2dBb8ULTx4Gc1rdMc,UgkxrJMgPWDGPZXi53mg-mbkThj5shc2hAfc,hip_hop,tracks/UgkxrJMgPWDGPZXi53mg-mbkThj5shc2hAfc.mp3
220,N.E.R.D,Lemon,2,1,1,1,1,4,4,3,1,2LKlHBPHxLG5ArAXfF148n,UgkxZ_b33llhim3tA6TNrlUfEUDUNHizlvHW,hip_hop,tracks/UgkxZ_b33llhim3tA6TNrlUfEUDUNHizlvHW.mp3
221,50 Cent,Candy Shop,2,1,3,4,1,5,5,1,1,5D2mYZuzcgjpchVY1pmTPh,UgkxhZKaCibKVoF7D08iAtBOgJ6J7gBVqXh_,hip_hop,tracks/UgkxhZKaCibKVoF7D08iAtBOgJ6J7gBVqXh_.mp3
222,2Pac,Keep Ya Head Up,2,2,2,2,4,4,2,1,1,4Tttv4p2xuAq1LpQ7LI95E,,hip_hop,tracks/4Tttv4p2xuAq1LpQ7LI95E.mp3
223,Geto Boys,Mind Playing Tricks On Me,2,2,1,1,2,3,2,5,1,63BokRfXSQhEU6Qi2dSJpZ,Ugkxh5BeP6KcqjdYlVYhmGNbpjHeqZ1rbhrL,hip_hop,tracks/Ugkxh5BeP6KcqjdYlVYhmGNbpjHeqZ1rbhrL.mp3
224,NAS,If I Ruled The World (Imagine That),2,3,1,1,3,4,4,2,1,5PQmSHzWnlgG4EBuIqjac2,UgkxQFUMB9ZvzMD0TTOh5xu6fX-aFVRuwjJP,hip_hop,tracks/UgkxQFUMB9ZvzMD0TTOh5xu6fX-aFVRuwjJP.mp3
225,OutKast,Ms. Jackson,4,1,5,1,1,5,2,2,1,0I3q5fE6wg7LIfHGngUTnV,,hip_hop,tracks/0I3q5fE6wg7LIfHGngUTnV.mp3
226,Kendrick Lamar,i,1,1,1,1,1,4,2,4,1,7wdzLe2Gsx1RGqbvYZHASz,UgkxS_Zf6GeAQ5Wb_1Gfdz-EVBhrebmlb6Yn,hip_hop,tracks/UgkxS_Zf6GeAQ5Wb_1Gfdz-EVBhrebmlb6Yn.mp3
227,Kanye West,Gold Digger,4,1,4,1,2,5,5,2,1,1PS1QMdUqOal0ai3Gt7sDQ,UgkxybNuZJ2bizLIpsayCS2Ic_hs6eynvZ3L,hip_hop,tracks/UgkxybNuZJ2bizLIpsayCS2Ic_hs6eynvZ3L.mp3
228,Max Herre,1Ste Liebe,2,1,2,2,3,3,1,3,1,20xi5ZLlmFLqXtsoNlcqYs,UgkxPYKNzlOjeAyCaSpcaSrt1ej0Bag694wV,hip_hop,tracks/UgkxPYKNzlOjeAyCaSpcaSrt1ej0Bag694wV.mp3
229,Future,Mask Off,3,1,2,1,1,5,4,3,1,0VgkVdmE4gld66l8iyGjgx,Ugkx5J3xH7SZ9jDFtpl8pdxAnMiSb-GPCrhY,hip_hop,tracks/Ugkx5J3xH7SZ9jDFtpl8pdxAnMiSb-GPCrhY.mp3
230,Ice Cube,It Was A Good Day,1,1,2,1,3,3,2,3,1,2GrOq1y5gksYrqkc8Jzl9T,Ugkx7zgQVqyx27SS463zhiTuKgY6TFpsLk_D,hip_hop,tracks/Ugkx7zgQVqyx27SS463zhiTuKgY6TFpsLk_D.mp3
231,eRRdeKa,EdoppelR,2,1,1,1,2,4,2,3,1,,UgkxBl1mEDuDJTcfug2835bM33WCjugjBM_p,hip_hop,tracks/UgkxBl1mEDuDJTcfug2835bM33WCjugjBM_p.mp3
232,Yung Hurn,Bianco,2,1,1,1,3,3,1,4,1,1vfVPUkl5v0HXWCEgQJHOf,Ugkx5iVePlCYZzdnY4V8kkaoil1K4vkCmpyC,hip_hop,tracks/Ugkx5iVePlCYZzdnY4V8kkaoil1K4vkCmpyC.mp3
233,Blackalicious,Alphabet Aerobics,4,3,1,1,2,5,4,4,1,4z5L0qDduw3w1apQ4Qa6KV,Ugkxn3EzDMNazJQMMWZfJLQeBxQKUpz2R7ik,hip_hop,tracks/Ugkxn3EzDMNazJQMMWZfJLQeBxQKUpz2R7ik.mp3
234,SSIO,Sim-Karte,2,2,1,1,2,5,4,4,1,4boJTTrr04CNomqZj9SJ4f,UgkxysIgcy_4uD84L41xB_BHI_cyFy2D92pI,hip_hop,tracks/UgkxysIgcy_4uD84L41xB_BHI_cyFy2D92pI.mp3
235,Drake,Too Much,3,2,4,2,3,3,3,2,1,5LnXWeA9tuWKI2C1H74iiJ,UgkxwsSGKlnDB4tYHlE1dMUzGlV0JJVOL7ce,hip_hop,tracks/5LnXWeA9tuWKI2C1H74iiJ.mp3
236,A$AP Rocky,Fashion Killa,1,2,2,2,2,3,2,3,1,0O3TAouZE4vL9dM5SyxgvH,Ugkxu0uQao7t41a26OSEZ7X5EmP5WVH8UbUs,hip_hop,tracks/Ugkxu0uQao7t41a26OSEZ7X5EmP5WVH8UbUs.mp3
237,Obie Trice,Got some Teeth,1,2,2,1,2,5,5,3,1,7tszeVkfxO5ISkjZWpIG88,UgkxwngwihkN9iE0tExYaydT7DaUT-rgeFqa,hip_hop,tracks/UgkxwngwihkN9iE0tExYaydT7DaUT-rgeFqa.mp3
238,CunninLynguists,Love Ain't,2,3,3,1,2,5,5,3,1,6qfna7A7WvUwyNoqVwbhnc,UgkxlI263XMJfcPHUJwbehVTwCNmkArawAfE,hip_hop,tracks/UgkxlI263XMJfcPHUJwbehVTwCNmkArawAfE.mp3
239,Jay-Z,Ni**as In Paris,3,2,3,1,1,5,5,4,1,4Li2WHPkuyCdtmokzW2007,UgkxAPRwScOtAsH7lNmTXrrFrOPHFa8aEtuP,hip_hop,tracks/UgkxAPRwScOtAsH7lNmTXrrFrOPHFa8aEtuP.mp3
240,CunninLynguists,Valley of Death,3,4,3,1,1,4,3,2,1,3rvuvqoC0zvoUkog7EKLMv,,hip_hop,tracks/3rvuvqoC0zvoUkog7EKLMv.mp3
241,Eminem,Till I Collapse,3,4,2,1,1,5,5,3,1,4xkOaSrkexMciUUogZKVTS,UgkxUbcbREprQ8lxVaIbuvzZ570V5w_eNiON,hip_hop,tracks/UgkxUbcbREprQ8lxVaIbuvzZ570V5w_eNiON.mp3
242,Kendrick Lamar,Rigamortus,2,1,1,1,2,5,4,5,1,2lD6AoA8qf2t4Dkf2TcmNK,Ugkx4ADkHLGNj1m5ztwo08fC9cfse41HUoAj,hip_hop,tracks/Ugkx4ADkHLGNj1m5ztwo08fC9cfse41HUoAj.mp3
243,Chinese Man,I've Got That Tune,4,2,2,2,4,5,4,2,1,6ZOeDXutLpSGqA1sSL6LrL,Ugkxl8V8xIDseh5mZvsg3Ry96BpP--D9opcP,hip_hop,tracks/Ugkxl8V8xIDseh5mZvsg3Ry96BpP--D9opcP.mp3
244,Kendrick Lamar,Alright,2,1,1,1,1,4,2,3,1,3iVcZ5G6tvkXZkZKlMpIUs,UgkxPHROtDPzARhhsdqX8YLXqcNPRExmYyGh,hip_hop,tracks/UgkxPHROtDPzARhhsdqX8YLXqcNPRExmYyGh.mp3
245,Eminem,Shake That,2,1,2,1,2,5,2,2,1,0fGh0trRN1xz3s41r7V5ce,WrjwGPb0Hvw?start=167,hip_hop,tracks/0fGh0trRN1xz3s41r7V5ce.mp3
246,Immortal Technique,Freedom Of Speech,2,1,1,1,2,4,2,4,1,6fx3RqwMuR3k7M1bCpUFKJ,,hip_hop,tracks/6fx3RqwMuR3k7M1bCpUFKJ.mp3
247,Sage Francis,Crack Pipes,2,3,2,1,1,2,3,4,2,0BbYnQHDdUNO5e38PK3GOX,Ugkxcgjs2MEX3oDUTZJGrphrfKkoNRg_44aL,hip_hop,tracks/Ugkxcgjs2MEX3oDUTZJGrphrfKkoNRg_44aL.mp3
248,Blackstreet,No Diggity,4,1,3,2,4,5,2,1,1,6MdqqkQ8sSC0WB4i8PyRuQ,Ugkx0UsizXtbMI2zJPi4AObyTIb0gJmK0KYB,hip_hop,tracks/Ugkx0UsizXtbMI2zJPi4AObyTIb0gJmK0KYB.mp3
249,NAS,N.Y. State of Mind,1,2,1,1,1,4,4,5,1,0trHOzAhNpGCsGBEu7dOJo,UgkxcIw-zmh7aFX4IwPWGXjuVNMj17Xr2DKa,hip_hop,tracks/UgkxcIw-zmh7aFX4IwPWGXjuVNMj17Xr2DKa.mp3
250,Nicki Minaj,Moment 4 Life,2,4,1,1,1,5,5,2,1,1ia019RqDK2o4QiANR1Dyn,UgkxhOH25PgSEUkU5mNTRLHHQ-V3kL7OKMyU,hip_hop,tracks/UgkxhOH25PgSEUkU5mNTRLHHQ-V3kL7OKMyU.mp3
251,Missy Elliott,Work It,2,2,1,1,1,5,3,3,1,3jagJCUbdqhDSPuxP8cAqF,,hip_hop,tracks/3jagJCUbdqhDSPuxP8cAqF.mp3
252,Marteria,Kids,1,2,1,1,2,5,2,3,1,6lxTIMeCLEkj48TlCRG3XX,UgkxkOCPBrbry70xR48trTHolY2-UZ16kstQ,hip_hop,tracks/UgkxkOCPBrbry70xR48trTHolY2-UZ16kstQ.mp3
253,Wiz Khalifa,"Young, Wild & Free",4,2,4,2,2,5,3,3,1,5HQVUIKwCEXpe7JIHyY734,UgkxCvIDJmDT3LI2bByGdPRUfLQcjUwxCj63,hip_hop,tracks/UgkxCvIDJmDT3LI2bByGdPRUfLQcjUwxCj63.mp3
254,Why SL Know Plug,Rite Back,2,2,1,1,1,5,3,2,1,5c2LdL9xlXX0CyPry5UDIR,UgkxtqzDFHjQIkX5tSVrUyjyEoXFIbxKSV7b,hip_hop,tracks/UgkxtqzDFHjQIkX5tSVrUyjyEoXFIbxKSV7b.mp3
255,Black Hippy,Control,1,2,1,1,1,4,3,5,1,18lRXAROle06PhNpCqRoSV,Ugkxg8OwJw0DMFF2Ayuk6j2JOpgKQ3YH657w,hip_hop,tracks/Ugkxg8OwJw0DMFF2Ayuk6j2JOpgKQ3YH657w.mp3
256,Dr. Dre,Still D.R.E.,3,2,4,1,3,5,5,2,1,503OTo2dSqe7qk76rgsbep,UgkxdRaji-a4BT10TlHVMim4VkgyR10J4JTP,hip_hop,tracks/UgkxdRaji-a4BT10TlHVMim4VkgyR10J4JTP.mp3
257,Haftbefehl,Lass Die Affen Aus'm Zoo,1,2,1,1,1,4,4,5,1,6QNgcN2uHhXJG4RWDPyQQF,Ugkxmy_ga4iNe70znKUgLpNdaPv6HYgHWJUp,hip_hop,tracks/Ugkxmy_ga4iNe70znKUgLpNdaPv6HYgHWJUp.mp3
