Unnamed: 0,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Spotify ID,Youtube ID,genre,Path
432,Chris Rea,Fool (If You Think It's Over),2,2,5,4,5,5,1,1,2,0UHiH4dy1hXULYl8CgNxRV,,rock,tracks/0UHiH4dy1hXULYl8CgNxRV.mp3
670,Doris Day,Dream a Little Dream of Me,4,2,5,5,5,2,1,1,3,2HyPrPSANTIPkR6CfiytwY,,jazz,tracks/2HyPrPSANTIPkR6CfiytwY.mp3
575,Lianne La Havas,What You Don't Do,3,2,1,3,2,5,3,2,1,4mityPmJpqtHea3y9qZLg6,UgkxddAnp6m4kzA6iMpgHBC-9slf5WbZaUXQ,pop,tracks/4mityPmJpqtHea3y9qZLg6.mp3
473,Elton John,Don't Go Breaking My Heart,5,3,4,2,5,5,5,1,1,7HW5WIw7ZgZORCzUxv5gW5,UgkxZiqeddPuUzbbBI1OrBqMZdSXJJ9vcqrD,pop,tracks/UgkxZiqeddPuUzbbBI1OrBqMZdSXJJ9vcqrD.mp3
522,Ellie Goulding,Burn,3,3,2,2,2,5,4,1,1,2GgxS8bUT5G25QJTsfSv0R,UgkxmuHMNHsXBXefloeDyAVJIFh_i5O8Qdxs,pop,tracks/UgkxmuHMNHsXBXefloeDyAVJIFh_i5O8Qdxs.mp3
157,Perlla,No Meu Comando,2,2,1,2,1,4,3,2,1,4A1xnjGKCJWxa6VnUHKdvl,,funk_soul,tracks/4A1xnjGKCJWxa6VnUHKdvl.mp3
550,Avril Lavigne,Complicated,2,3,5,2,3,5,4,1,2,5xEM5hIgJ1jjgcEBfpkt2F,UgkxuBVPqF9HZrtcJEF8rMIYYpIpE-L4pVku,pop,tracks/UgkxuBVPqF9HZrtcJEF8rMIYYpIpE-L4pVku.mp3
272,Dexter,Everyday Like This,2,1,1,2,2,4,2,3,1,1IjtbDa43lCjIbClrprdrP,,hip_hop,tracks/1IjtbDa43lCjIbClrprdrP.mp3
735,Chaka Khan,Tearin' It Up,4,3,4,2,2,5,5,2,1,7Hag038sye6QGKPZoJpXwU,,funk_soul,tracks/7Hag038sye6QGKPZoJpXwU.mp3
647,ABBA,Lay All Your Love on Me,3,5,5,5,2,5,5,3,3,2245x0g1ft0HC7sf79zbYN,,pop,tracks/2245x0g1ft0HC7sf79zbYN.mp3
306,Solitude Aeturnus,Seeds of the Desolate,1,2,2,1,1,1,3,5,1,7emF3lKU8NmkrlmDXUTYER,,rock,tracks/7emF3lKU8NmkrlmDXUTYER.mp3
577,Akon,Lonely,4,1,5,3,3,4,1,1,3,4v7DCN09hgXkKazefkznDQ,Ugkx5Nbr6OxWbldg37V8L7Gmto0Ncrnq_rbv,pop,tracks/Ugkx5Nbr6OxWbldg37V8L7Gmto0Ncrnq_rbv.mp3
102,Michael Bublï¿½,Feeling Good,2,2,5,3,4,2,2,2,1,3I09LQbHS3NSU46Ly3tPpR,,jazz,tracks/3I09LQbHS3NSU46Ly3tPpR.mp3
52,Portishead,Glory Box,4,3,5,5,4,3,2,1,2,3Ty7OTBNSigGEpeW2PqcsC,,electronic,tracks/3Ty7OTBNSigGEpeW2PqcsC.mp3
156,Good Charlotte,March On,3,2,2,2,4,2,1,1,4,5aj1QFI3B492gzMXgioTqe,,rock,tracks/5aj1QFI3B492gzMXgioTqe.mp3
687,Nat King Cole,Orange Colored Sky,5,2,5,5,3,5,5,2,1,6fUDNcmsnnUVyOtEnA9xdC,,jazz,tracks/6fUDNcmsnnUVyOtEnA9xdC.mp3
422,M2M,Don't Say You Love Me,2,2,4,4,3,5,1,1,1,65i1UPsUtPlEVzewEZR6sY,,pop,tracks/65i1UPsUtPlEVzewEZR6sY.mp3
97,Ashlee Simpson,Beautifully Broken,3,2,3,3,2,4,3,1,3,0Z5TwodaWvDGq43AVdnKzn,,pop,tracks/0Z5TwodaWvDGq43AVdnKzn.mp3
637,Bruno Mars,Treasure,4,2,4,3,2,5,5,2,1,55h7vJchibLdUkxdlX3fK7,,funk_soul,tracks/55h7vJchibLdUkxdlX3fK7.mp3
128,Sarah Vaughan,He's My Guy,3,2,4,4,5,5,4,1,1,5Po3D0fxlUpQTciXYWOmnJ,,jazz,tracks/5Po3D0fxlUpQTciXYWOmnJ.mp3
177,Cyne,One Day,2,2,2,2,3,5,4,2,1,46cmIQKXy7Ric5yNZ2tzde,,hip_hop,tracks/46cmIQKXy7Ric5yNZ2tzde.mp3
347,Beethoven,"Sonate Nr. 8, 2. Satz",3,4,5,5,5,1,1,1,4,,UgkxMr_kC15HJ_96um1vERtcnQbVWTByXf_r,classic,tracks/UgkxMr_kC15HJ_96um1vERtcnQbVWTByXf_r.mp3
110,Donna Summer,Autumn Changes,1,1,2,3,2,5,3,2,2,4LldsyhaiUL5tcP5uxDBkx,,funk_soul,tracks/4LldsyhaiUL5tcP5uxDBkx.mp3
573,Shakira,Underneath your clothes,2,1,4,4,5,3,1,1,1,15f8Cv8RXUlOOCIf2oaceN,UgkxoXLglRH8n4Kx6C91YXsPk-v5_tk69Ba7,pop,tracks/UgkxoXLglRH8n4Kx6C91YXsPk-v5_tk69Ba7.mp3
379,Puccini,Messa di Gloria,3,2,2,2,2,3,3,1,1,,UgkxGxCmVKzTT8XqOWWJlHGisGcOp_IpY5Kc,classic,tracks/UgkxGxCmVKzTT8XqOWWJlHGisGcOp_IpY5Kc.mp3
191,Twentyone Pilots,Lane Boy,3,2,1,1,2,4,5,1,1,2P61EK6DMGyVyssLWS4fKy,Ugkx6eec1x4NPyH_99Itv46s6pLeG_41gm9x,hip_hop,tracks/Ugkx6eec1x4NPyH_99Itv46s6pLeG_41gm9x.mp3
396,Zendaya,Only When You're Close,2,2,2,1,2,1,3,4,3,7BhxxlLcCCfvixzy8KExZv,,electronic,tracks/7BhxxlLcCCfvixzy8KExZv.mp3
343,Schumann,Fantasie in C-Dur,4,4,5,3,5,3,2,1,1,,UgkxBPp9LjwU7gLOe1-5XELHnxiPMvjcs21p,classic,tracks/UgkxBPp9LjwU7gLOe1-5XELHnxiPMvjcs21p.mp3
554,Dido,White Flag,2,3,5,4,5,3,1,2,2,6si71supnBUhddjR2FJc2L,UgkxnYU_OFSe4XiAc_DMg7cgtb4VSIZP6bC4,pop,tracks/UgkxnYU_OFSe4XiAc_DMg7cgtb4VSIZP6bC4.mp3
142,Flux Pavilion,I Can't Stop,4,5,2,2,2,5,5,5,1,5WSL7UTa38jMWoBzObD4BD,,electronic,tracks/5WSL7UTa38jMWoBzObD4BD.mp3
617,Sly & The Family Stone,Everyday People,3,2,5,5,5,5,5,2,2,7lL2lMWNtzOcf5HnEudNgn,,funk_soul,tracks/7lL2lMWNtzOcf5HnEudNgn.mp3
6,Seal,Kiss From A Rose,4,4,5,5,5,4,4,2,2,3YKptz29AsOlm7WAVnztBh,,pop,tracks/3YKptz29AsOlm7WAVnztBh.mp3
267,AedFX,Warning,2,2,1,1,2,5,3,5,1,3mHgqUyhKCBo2PKh18sWeo,,hip_hop,tracks/3mHgqUyhKCBo2PKh18sWeo.mp3
691,Phoenix,1901,2,2,4,1,1,5,4,2,1,3FM33HqRlV7J1QJoPOnd2u,,pop,tracks/3FM33HqRlV7J1QJoPOnd2u.mp3
237,Obie Trice,Got some Teeth,1,2,2,1,2,5,5,3,1,7tszeVkfxO5ISkjZWpIG88,UgkxwngwihkN9iE0tExYaydT7DaUT-rgeFqa,hip_hop,tracks/UgkxwngwihkN9iE0tExYaydT7DaUT-rgeFqa.mp3
512,Sam Smith,Lay Me Down,4,4,5,5,5,1,1,1,5,74sb4Gib0cL3TQeCjYF8vh,UgkxS5U7oeRan4QoSfBpMwZjO23sGjBlHj3Z,pop,tracks/UgkxS5U7oeRan4QoSfBpMwZjO23sGjBlHj3Z.mp3
383,Lauran Hibberd,Sugardaddy,1,2,3,3,3,5,3,2,1,6eXsSF9ufDWqnCJC4GVIsj,,pop,tracks/6eXsSF9ufDWqnCJC4GVIsj.mp3
58,The Weeknd,The Town,4,3,2,3,2,2,3,4,2,7jGr8wzgwOVLuktY66qM5f,,electronic,tracks/7jGr8wzgwOVLuktY66qM5f.mp3
232,Yung Hurn,Bianco,2,1,1,1,3,3,1,4,1,1vfVPUkl5v0HXWCEgQJHOf,Ugkx5iVePlCYZzdnY4V8kkaoil1K4vkCmpyC,hip_hop,tracks/Ugkx5iVePlCYZzdnY4V8kkaoil1K4vkCmpyC.mp3
701,Avril Lavigne,SpongeBob SquarePants Theme,1,1,4,1,2,5,4,3,1,0il663f3f63cvsRJtGmdO2,,rock,tracks/0il663f3f63cvsRJtGmdO2.mp3
630,Santigold,Disparate Youth,4,3,4,3,3,5,5,3,1,0t2QiRkpag0fAgs9zuCPlH,,electronic,tracks/0t2QiRkpag0fAgs9zuCPlH.mp3
203,Jay-Z,99 Problems,2,2,1,1,2,5,5,3,1,7IdFdRlCjUi6kkhbPoRfnw,Ugkx57VaIZOdBBg6E3ZPJxd9Ej8E7jqqCyqQ,hip_hop,tracks/Ugkx57VaIZOdBBg6E3ZPJxd9Ej8E7jqqCyqQ.mp3
543,Gnarls Barkley,Crazy,4,3,3,2,5,5,4,2,1,1vxw6aYJls2oq3gW0DujAo,UgkxURrovlQ8eMOBWDrOOu1soG2CoeI5XVan,pop,tracks/UgkxURrovlQ8eMOBWDrOOu1soG2CoeI5XVan.mp3
284,Madeleine Peyroux,To Love You All Over Again,3,3,5,4,5,2,1,1,4,4EPwpBN0t11bIxjsAI8oaF,,jazz,tracks/4EPwpBN0t11bIxjsAI8oaF.mp3
672,Legiï¿½o Urbana,Meninos E Meninas,2,3,4,2,1,5,3,2,1,22LN0RwHqTUJcIN4dzzB6N,,rock,tracks/22LN0RwHqTUJcIN4dzzB6N.mp3
2,Lamb,Heaven,2,3,4,2,2,2,4,2,2,0bjTW3zBohWdYy2z1Sf5hJ,,electronic,tracks/0bjTW3zBohWdYy2z1Sf5hJ.mp3
756,Blur,Girls & Boys,2,1,4,1,1,4,2,2,1,5CeL9C3bsoe4yzYS1Qz8cw,,pop,tracks/5CeL9C3bsoe4yzYS1Qz8cw.mp3
434,Emma Bunton,Take My Breath Away,2,1,3,5,3,2,1,1,1,0wVPsQNQ4tsjTTf2LIdOA7,,pop,tracks/0wVPsQNQ4tsjTTf2LIdOA7.mp3
217,Logic,Black Spiderman,2,2,2,2,2,5,3,3,1,7BKUWh5sdtdS17crohRe4L,Ugkxpj2Jw4BiyVImQSw49snNHiZqIGXXXYfX,hip_hop,tracks/Ugkxpj2Jw4BiyVImQSw49snNHiZqIGXXXYfX.mp3
360,Vivaldi,Die 4 Jahreszeiten (Winter),4,4,2,1,2,4,4,4,1,,Ugkx-e3GiNyUxYwCNCIaH0akhND12-LBIbdL,classic,tracks/Ugkx-e3GiNyUxYwCNCIaH0akhND12-LBIbdL.mp3
46,Djavan,Serrado,2,1,2,2,4,5,2,2,1,7EjRiBMib2EG0cdMEXavbC,,jazz,tracks/7EjRiBMib2EG0cdMEXavbC.mp3
734,Summer Heart,I Wanna Go,4,5,5,3,4,5,3,1,2,3EA4HwrlLdDJ3b4cX7JfqC,,pop,tracks/3EA4HwrlLdDJ3b4cX7JfqC.mp3
225,OutKast,Ms. Jackson,4,1,5,1,1,5,2,2,1,0I3q5fE6wg7LIfHGngUTnV,,hip_hop,tracks/0I3q5fE6wg7LIfHGngUTnV.mp3
18,Cult of Luna,Finland,2,3,1,1,2,2,5,5,2,3N8cK1O5u0RawDBbP4a0hc,,rock,tracks/3N8cK1O5u0RawDBbP4a0hc.mp3
168,Desiigner,Panda,5,2,1,2,2,5,5,2,1,275a9yzwGB6ncAW4SxY7q3,UgkxQz5bPiHchdgU1Ie2V9uYNUt_ovZ6pl5O,hip_hop,tracks/UgkxQz5bPiHchdgU1Ie2V9uYNUt_ovZ6pl5O.mp3
228,Max Herre,1Ste Liebe,2,1,2,2,3,3,1,3,1,20xi5ZLlmFLqXtsoNlcqYs,UgkxPYKNzlOjeAyCaSpcaSrt1ej0Bag694wV,hip_hop,tracks/UgkxPYKNzlOjeAyCaSpcaSrt1ej0Bag694wV.mp3
292,Thievery Corporation,The Richest Man in Babylon,2,2,2,2,4,5,4,2,1,20F3FcES8KU4kffMCkFgNN,,electronic,tracks/20F3FcES8KU4kffMCkFgNN.mp3
377,Vivaldi,Die 4 Jahreszeiten (Herbst),4,3,3,2,4,3,2,2,1,,UgkxlAo-jlLlXTI6-6GND0QTMg_HTFHG71iu,classic,tracks/UgkxlAo-jlLlXTI6-6GND0QTMg_HTFHG71iu.mp3
397,Chris Rea,And you my love,2,1,3,5,4,2,1,2,3,7iJmWC3h8tJOCK4OzPFZ2c,,rock,tracks/7iJmWC3h8tJOCK4OzPFZ2c.mp3
227,Kanye West,Gold Digger,4,1,4,1,2,5,5,2,1,1PS1QMdUqOal0ai3Gt7sDQ,UgkxybNuZJ2bizLIpsayCS2Ic_hs6eynvZ3L,hip_hop,tracks/UgkxybNuZJ2bizLIpsayCS2Ic_hs6eynvZ3L.mp3
642,Cï¿½u,Mais um Lamento,3,2,3,2,4,3,1,2,1,7Ms8NNySNGSNtjYtdBqrMD,,jazz,tracks/7Ms8NNySNGSNtjYtdBqrMD.mp3
578,Tame Impala,The Less I Know The Better,4,2,5,3,5,4,2,1,1,6K4t31amVTZDgR3sKmwUJJ,UgkxCJJtlS2-YFNqRIhOvg1e_JqCaau9avkP,pop,tracks/UgkxCJJtlS2-YFNqRIhOvg1e_JqCaau9avkP.mp3
328,Beethoven,Mondscheinsonate,5,5,5,3,5,3,1,2,4,,UgkxyBxVVsTTWAT-_fcdCX5fDYRneqptEysx,classic,tracks/UgkxyBxVVsTTWAT-_fcdCX5fDYRneqptEysx.mp3
283,Amy Winehouse,I Heard Love Is Blind,4,2,3,4,5,5,1,1,1,3Li4nWTnkUu19vxkhNW9td,,jazz,tracks/3Li4nWTnkUu19vxkhNW9td.mp3
711,Chico Buarque,Construï¿½ï¿½o,2,2,2,1,2,2,2,4,2,3FIuBxOxuQ6kYy8JO0gq2a,,jazz,tracks/3FIuBxOxuQ6kYy8JO0gq2a.mp3
591,Amy Winehouse,Back To Black,4,3,5,4,4,4,3,1,1,3FAclTFfvUuQYnEsptbK8w,UgkxIuGIDESDyUqSy4h9o9z3eBocW-G2GWAz,pop,tracks/UgkxIuGIDESDyUqSy4h9o9z3eBocW-G2GWAz.mp3
574,James Morrison,I Won't Let You Go,2,1,4,4,4,3,1,1,2,2TUzU4IkfH8kcvY2MUlsd2,UgkxXmZvBwLkvJDUaEv5UH6CjoJ8Tr0VkKlZ,pop,tracks/UgkxXmZvBwLkvJDUaEv5UH6CjoJ8Tr0VkKlZ.mp3
723,Goldfrapp,Some People,4,2,4,4,4,2,2,3,4,0bB1VbAl9MctrLUOKf9WaS,,electronic,tracks/0bB1VbAl9MctrLUOKf9WaS.mp3
93,Flunk,Six Seven Times,4,3,4,3,5,2,2,1,4,2jknEB3TLUX5vEaLI4gttE,,electronic,tracks/2jknEB3TLUX5vEaLI4gttE.mp3
213,Wu-Tang Clan,Da Mystery Of Chessboxin',2,2,1,1,1,5,5,4,1,4xOTVtbCPcfxMs2hSt9D6i,UgkxPqDxvyBR6wzkoSa7KlaX4AXcGGFvDJRp,hip_hop,tracks/UgkxPqDxvyBR6wzkoSa7KlaX4AXcGGFvDJRp.mp3
258,J. Cole,Wet Dreamz,5,2,3,3,4,5,4,2,1,4tqcoej1zPvwePZCzuAjJd,UgkxVxedlvq78WoVJgVDYux2zHCgEQ8IOTgq,hip_hop,tracks/UgkxVxedlvq78WoVJgVDYux2zHCgEQ8IOTgq.mp3
337,Mozart,Laudate Dominum,4,5,1,1,2,3,4,4,1,,UgkxrGCMHNUQWcxptqe8G-fnKVDKK_MqC5wx,classic,tracks/UgkxrGCMHNUQWcxptqe8G-fnKVDKK_MqC5wx.mp3
425,Vanessa da Mata,Eu Nï¿½o Tenho,2,1,2,3,3,3,1,1,1,3RfOd8VhrhsV7othWm5mNF,,jazz,tracks/3RfOd8VhrhsV7othWm5mNF.mp3
291,Fergie,Big Girls Don't Cry,2,3,4,3,4,5,4,1,3,3Q4WeJmzxuDpzMu9QjQqbM,,pop,tracks/3Q4WeJmzxuDpzMu9QjQqbM.mp3
612,Tim Maia,Pecado Capital,3,2,3,2,2,5,3,1,1,55g9c7lad0VCcg1PEdJaHl,,funk_soul,tracks/55g9c7lad0VCcg1PEdJaHl.mp3
106,Lily Allen,Air Balloon,3,3,2,4,3,5,3,1,1,1DIS8YXZKxePLmY7Z8UC4I,,pop,tracks/1DIS8YXZKxePLmY7Z8UC4I.mp3
115,Paradise Lost,Gone,3,2,4,2,4,2,4,2,5,7C05KE8DAyWoM4yoEOaq6m,,rock,tracks/7C05KE8DAyWoM4yoEOaq6m.mp3
158,of Montreal,Oslo In The Summertime,2,2,2,2,3,4,2,3,2,3aWcuInJ6nPVUey0wDQQUL,,pop,tracks/3aWcuInJ6nPVUey0wDQQUL.mp3
759,Usher,DJ Got Us Fallin' In Love,4,5,5,3,2,5,5,2,1,4356Typ82hUiFAynbLYbPn,,pop,tracks/4356Typ82hUiFAynbLYbPn.mp3
493,Ed Sheeran,Shape Of You,5,3,5,4,3,5,3,2,1,7qiZfU4dY1lWllzX7mPBI3,Ugkx4cMxVQKskjH_07oSOjcVG2b0SQ05qPj5,pop,tracks/Ugkx4cMxVQKskjH_07oSOjcVG2b0SQ05qPj5.mp3
36,Dinah Washington,Cry Me a River,4,4,5,5,5,4,4,2,5,4ydtQJImyQg6UDFFZBzgxp,,jazz,tracks/4ydtQJImyQg6UDFFZBzgxp.mp3
105,Prince & The Revolution,Purple Rain,4,5,5,2,2,2,4,2,2,54X78diSLoUDI3joC2bjMz,,rock,tracks/54X78diSLoUDI3joC2bjMz.mp3
395,Nat King Cole,Unforgettable,4,3,5,5,5,3,1,2,3,648TTtYB0bH0P8Hfy0FmkL,,jazz,tracks/648TTtYB0bH0P8Hfy0FmkL.mp3
362,Brahms,Sinfonie Nr. 4,4,5,4,4,5,3,2,2,1,,Ugkx1vaUia7sOeAC90G3Wof5F_L2FzTf1EQU,classic,tracks/Ugkx1vaUia7sOeAC90G3Wof5F_L2FzTf1EQU.mp3
739,Erykah Badu,Didn't Cha Know,2,2,4,4,5,3,1,1,2,7pv80uUHfocFqfTytu1MVi,,funk_soul,tracks/7pv80uUHfocFqfTytu1MVi.mp3
204,50 Cent,In Da Club,2,1,2,1,3,5,4,2,1,7iL6o9tox1zgHpKUfh9vuC,UgkxPTUGD757NZE04L5T2DQ0oFPpRTI64qKI,hip_hop,tracks/UgkxPTUGD757NZE04L5T2DQ0oFPpRTI64qKI.mp3
244,Kendrick Lamar,Alright,2,1,1,1,1,4,2,3,1,3iVcZ5G6tvkXZkZKlMpIUs,UgkxPHROtDPzARhhsdqX8YLXqcNPRExmYyGh,hip_hop,tracks/UgkxPHROtDPzARhhsdqX8YLXqcNPRExmYyGh.mp3
221,50 Cent,Candy Shop,2,1,3,4,1,5,5,1,1,5D2mYZuzcgjpchVY1pmTPh,UgkxhZKaCibKVoF7D08iAtBOgJ6J7gBVqXh_,hip_hop,tracks/UgkxhZKaCibKVoF7D08iAtBOgJ6J7gBVqXh_.mp3
246,Immortal Technique,Freedom Of Speech,2,1,1,1,2,4,2,4,1,6fx3RqwMuR3k7M1bCpUFKJ,,hip_hop,tracks/6fx3RqwMuR3k7M1bCpUFKJ.mp3
365,Chopin,"3. Klaviersonate, 4. Satz",4,5,4,2,3,5,4,4,2,,UgkxuXKh_Cg-_ifVwhYq5x_Tka3iMqPQkOIb,classic,tracks/UgkxuXKh_Cg-_ifVwhYq5x_Tka3iMqPQkOIb.mp3
344,Schumann,Kinderszenen,2,2,1,2,5,5,2,2,1,,Ugkx1wCT-CLUHGwzRcnGNdGJAm4MBm_L2YeX,classic,tracks/Ugkx1wCT-CLUHGwzRcnGNdGJAm4MBm_L2YeX.mp3
441,Kelis,Rolling Through the Hood,1,1,3,2,4,3,3,1,2,7bjpWKh3teUpsNgdpcq7eb,,funk_soul,tracks/7bjpWKh3teUpsNgdpcq7eb.mp3
570,Frank Ocean,Thinkin Bout You,3,1,3,3,4,3,1,3,1,5mphdlILgAq3vh1MSvAJTS,,pop,tracks/5mphdlILgAq3vh1MSvAJTS.mp3
736,Mc Wm,Fuleragem,1,2,1,1,1,4,4,5,1,6tuzPD1zPPvwMbGiD0TBay,,funk_soul,tracks/6tuzPD1zPPvwMbGiD0TBay.mp3
558,Daniel Powter,Bad Day,4,2,5,5,5,5,2,1,1,0mUyMawtxj1CJ76kn9gIZK,UgkxMYoWzQiOOQF8zBwxt7jFT2OSI6ZITlE8,pop,tracks/UgkxMYoWzQiOOQF8zBwxt7jFT2OSI6ZITlE8.mp3
351,Mussorgsky,Bilder einer Ausstellung,5,4,1,1,1,5,5,5,1,,Ugkx91mTFEVcvkA0MA3pwqZq6LccGPuvSzCV,classic,tracks/Ugkx91mTFEVcvkA0MA3pwqZq6LccGPuvSzCV.mp3
249,NAS,N.Y. State of Mind,1,2,1,1,1,4,4,5,1,0trHOzAhNpGCsGBEu7dOJo,UgkxcIw-zmh7aFX4IwPWGXjuVNMj17Xr2DKa,hip_hop,tracks/UgkxcIw-zmh7aFX4IwPWGXjuVNMj17Xr2DKa.mp3
122,The Temptations,My Girl,3,2,5,5,4,5,3,1,2,745H5CctFr12Mo7cqa1BMH,,funk_soul,tracks/745H5CctFr12Mo7cqa1BMH.mp3
625,Steely Dan,Blues Beach,3,2,3,4,2,5,3,1,1,1RHIgJN4USj9Buggihf2Pn,,rock,tracks/1RHIgJN4USj9Buggihf2Pn.mp3
406,Armin van Buuren,Not Giving Up On Love,3,4,2,1,2,5,5,3,1,1frLUl7UjAs0eLL2FzJgmA,,electronic,tracks/1frLUl7UjAs0eLL2FzJgmA.mp3
727,Belinda,Bailarï¿½a Sobre el Fuego,3,2,2,3,2,4,2,2,1,6OdBw3nV7nmGC5lSxf67p2,,electronic,tracks/6OdBw3nV7nmGC5lSxf67p2.mp3
164,Ace of Base,All That She Wants,3,3,5,3,4,5,4,1,2,6kWJvPfC4DgUpRsXKNa9z9,,pop,tracks/6kWJvPfC4DgUpRsXKNa9z9.mp3
685,Boys Like Girls,Thunder,4,2,5,4,4,3,3,1,3,1MrNveiYvWyKNAMiqn8xS8,,rock,tracks/1MrNveiYvWyKNAMiqn8xS8.mp3
671,Geri Halliwell,Love Never Loved Me,3,3,2,4,2,5,5,1,1,2s7DRQ5KxfMd4p53VH0viU,,pop,tracks/2s7DRQ5KxfMd4p53VH0viU.mp3
710,Count Basie,Shiny Stockings,2,2,5,3,5,4,1,1,1,5JZoHrIGklz4iUlUNjMBcs,,jazz,tracks/5JZoHrIGklz4iUlUNjMBcs.mp3
634,2NE1,In the Club,4,2,2,3,2,3,4,2,2,6ZkNt6fWIMoqznNe5RRwRT,,pop,tracks/6ZkNt6fWIMoqznNe5RRwRT.mp3
239,Jay-Z,Ni**as In Paris,3,2,3,1,1,5,5,4,1,4Li2WHPkuyCdtmokzW2007,UgkxAPRwScOtAsH7lNmTXrrFrOPHFa8aEtuP,hip_hop,tracks/UgkxAPRwScOtAsH7lNmTXrrFrOPHFa8aEtuP.mp3
83,Strike,O Teu Olhar,2,2,2,1,1,5,5,4,1,4wGDJMUhcFy1j7XWo5ve4K,,rock,tracks/4wGDJMUhcFy1j7XWo5ve4K.mp3
611,Metronomy,I'm Aquarius,2,2,2,2,3,3,1,2,1,3xEJ59GyjCjcJ69RQc2ej6,,pop,tracks/3xEJ59GyjCjcJ69RQc2ej6.mp3
295,The Weather Girls,It's Raining Men,4,4,5,3,1,5,5,1,1,4caiYv89C9GZdDD1RzshWd,,funk_soul,tracks/4caiYv89C9GZdDD1RzshWd.mp3
649,Christopher Cross,Ride Like the Wind,2,2,3,1,3,4,2,1,1,7gUMShP1l20tC0xf17Zplk,,rock,tracks/7gUMShP1l20tC0xf17Zplk.mp3
70,Atomic Kitten,It's OK!,2,3,4,3,5,4,3,1,3,7fQrbv4s2XyMwVCIKenI26,,pop,tracks/7fQrbv4s2XyMwVCIKenI26.mp3
519,Oli Brown,Speechless,2,1,2,2,3,5,3,2,1,6brUC8EwzQljB17IQpmxgW,,pop,tracks/6brUC8EwzQljB17IQpmxgW.mp3
483,Atomic Kitten,Whole Again,4,2,5,3,2,5,1,1,1,16MJqq0vEuW6GRX6faetTm,UgkxRuEzjMw9YVumTIcZtXlLtf9ZE4JULUox,pop,tracks/UgkxRuEzjMw9YVumTIcZtXlLtf9ZE4JULUox.mp3
98,Al Jarreau,Ain't No Sunshine,3,2,5,5,4,5,4,2,3,0Res4ooR61zc5T7m2Fswog,,jazz,tracks/0Res4ooR61zc5T7m2Fswog.mp3
511,Bee Gees,Words,3,2,4,2,5,2,2,4,1,07PIhdmyYIw8dMeDMsx9FU,UgkxfOUjcMda4LaZVf_FI8GL9mrBRG3qu-sM,pop,tracks/UgkxfOUjcMda4LaZVf_FI8GL9mrBRG3qu-sM.mp3
706,Yonderboi,Before you snap,3,2,2,1,2,1,4,5,2,1a9F0TEZ5fO4yWj0g9wojX,,electronic,tracks/1a9F0TEZ5fO4yWj0g9wojX.mp3
359,Tschaikowski,Marsch (Nussknacker),4,2,4,1,3,5,5,1,1,,Ugkx4F31UGibkv7P0DjRbtyiIkZv-oHrFexd,classic,tracks/Ugkx4F31UGibkv7P0DjRbtyiIkZv-oHrFexd.mp3
30,Duffy,Rockferry,2,2,3,3,4,1,2,1,3,78twQ5XCFJMTE37ZSU0gsj,,funk_soul,tracks/78twQ5XCFJMTE37ZSU0gsj.mp3
340,Brahms,Klaviersonate Nr. 3 (Zwei Klaviere),3,4,2,3,3,3,5,3,2,,Ugkxni9QT2IVeo4E325b60MKpScPAdd-qcj_,classic,tracks/Ugkxni9QT2IVeo4E325b60MKpScPAdd-qcj_.mp3
487,Leon Bridges,River,4,3,4,4,5,2,1,1,1,3hhbDnFUb2bicI2df6VurK,Ugkx0SGKkOhLVssE1_jINsxQmayREBED_VFK,pop,tracks/Ugkx0SGKkOhLVssE1_jINsxQmayREBED_VFK.mp3
94,Candlemass,Solitude,2,4,1,1,1,2,5,5,3,0v3WyEt2g04WFpfVwcnfXm,,rock,tracks/0v3WyEt2g04WFpfVwcnfXm.mp3
127,Apparat,Black Water,3,4,3,3,3,2,3,2,4,3mFu6HJLVeyyUyTS1EkHFP,,electronic,tracks/3mFu6HJLVeyyUyTS1EkHFP.mp3
643,James Blake,Overgrown,2,2,3,3,5,1,1,2,4,2IqjKEBiz0CdLKdkXhxw84,,electronic,tracks/2IqjKEBiz0CdLKdkXhxw84.mp3
1,Jorge Ben,Ponta de lanï¿½a africano (Umbabarauma),4,3,1,1,2,5,5,2,1,0jayFuH5lbwOOVeJnwDgGf,,jazz,tracks/0jayFuH5lbwOOVeJnwDgGf.mp3
498,Stevie Wonder,I Wish,4,1,2,1,2,5,3,1,1,687YZan9Gol1UVvbpUSO6Y,UgkxlIhVwyJFYKbpaZtpwOKbvNoCej0Snbxd,pop,tracks/UgkxlIhVwyJFYKbpaZtpwOKbvNoCej0Snbxd.mp3
27,Rilo Kiley,It Just Is,5,3,5,4,4,2,2,1,5,26tR002TUAcmtfBLR7hVnS,,pop,tracks/26tR002TUAcmtfBLR7hVnS.mp3
89,Jamiroquai,Automaton,3,3,2,1,2,5,5,4,1,42dJ29C11xlJTLkRVmKty1,,funk_soul,tracks/42dJ29C11xlJTLkRVmKty1.mp3
308,Sam Smith,Stay with Me,2,2,4,5,5,3,2,1,5,5Nm9ERjJZ5oyfXZTECKmRt,,funk_soul,tracks/5Nm9ERjJZ5oyfXZTECKmRt.mp3
