"","artist","title","Wonder","Transcendence","Nostalgia","Tenderness","Peacefulness","Joy","Power","Tension","Sadness","Sublimity","Vitality","Unease","ICC","Familiarity","Liking","Spotify ID","Youtube Clip","Youtube ID","Youtube Start-Time","Youtube End-Time","Number of Raters","GEMS Version"
"114","blink-182","The Girl Next Door",10.9,9,6.8,6.5,3.9,15.3,20.2,28,7.7,7.42,17.75,17.85,0.54,1.1,1.9,"2YmvU7tSabJfECLUutSXJ1",NA,NA,NA,NA,10,"gems-9"
"115","Village People","Go West",13.24,6.1,48.19,11.33,8.81,53.48,37.95,10.76,5,17.53,45.71,7.88,0.94,3.33,3.43,"5v67uga7IFT3FQhDDBgaY8",NA,NA,NA,NA,22,"gems-9"
"116","Melanie C","Yeh, Yeh, Yeh",11.19,5,16.38,6.19,10.69,46.62,38,16.19,1.94,9.89,42.31,9.06,0.89,1.56,2.62,"5gEkWBFaVUjzY7Y3sw35UU",NA,NA,NA,NA,16,"gems-9"
"117","Norah Jones","Humble Me",32.54,29.38,42.08,53.69,56,5.85,13,4.69,57.46,42.74,9.42,31.08,0.91,1.38,3.46,"7BboupyTdAr1nmMJZw0V4h",NA,NA,NA,NA,13,"gems-9"
"118","Paradise Lost","Gone",16.58,11.5,28,10,24.42,11.83,23.33,11.58,32.58,18.1,17.58,22.08,0.36,1.33,3.08,"7C05KE8DAyWoM4yoEOaq6m",NA,NA,NA,NA,13,"gems-9"
"119","Morcheeba","Rome Wasn't Built in a Day",25.64,16.64,33.55,50.55,35.45,30.27,20.09,13.27,9.45,32.36,25.18,11.36,0.73,1.82,2.82,"6lsumzVFKP9SnfKcuGwqVp",NA,NA,NA,NA,11,"gems-9"
"120","Hozier","Take Me to Church",34.45,32.64,40.55,28.82,31.82,25.45,43.55,16.64,29.73,33.65,34.5,23.18,-0.13,4.55,3.73,"1CS7Sd1u5tWkstBhpssyjP",NA,NA,NA,NA,11,"gems-9"
"121","Chico Buarque","Sonho De Um Carnaval",14.46,10.15,19.23,18.46,37.69,18.69,4.62,5.69,7.77,20,11.65,6.73,0.74,1.31,2.62,"6VlapIlYfqtoiWsE0DZUsE",NA,NA,NA,NA,13,"gems-9"
"122","Kendrick Lamar","King Kunta",6.4,10,14.4,0.47,3.8,31.87,39.47,23.6,3.2,7.01,35.67,13.4,0.86,1.87,2.87,"0N3W5peJUQtI4eyR6GJT5O",NA,NA,NA,NA,15,"gems-9"
"123","Owl City","Fireflies",25.94,29.38,45.56,25.88,27.81,38,21.81,11.38,8.12,30.91,29.91,9.75,0.74,3.75,3.69,"3DamFFqW32WihKkTVlwTYQ",NA,NA,NA,NA,16,"gems-9"
"124","Neurosis","Fear and Sickness",13.19,15.5,6.81,1.94,1.44,7,49.06,71.81,5.81,7.78,28.03,38.81,0.95,1.06,1.62,"2sXYiWVdddj45DruzNKJGC",NA,NA,NA,NA,18,"gems-9"
"125","The Temptations","My Girl",17.17,8.56,51.22,39.22,30.33,41.72,20.17,6.56,8.39,29.3,30.94,7.47,0.92,3.94,4.06,"745H5CctFr12Mo7cqa1BMH",NA,NA,NA,NA,18,"gems-9"
"126","Descendents","Silly Girl",6.39,8.87,10.26,8.74,2,22.39,31.43,21.39,3,7.25,26.91,12.2,0.88,1.13,2.04,"1o0cObpbURSTFEoXSgmL6a",NA,NA,NA,NA,23,"gems-9"
"127","Michael Learns to Rock","Paint My Love",20.55,9.65,37.1,41.35,37,18.6,5.35,4,17.3,29.13,11.97,10.65,0.88,1.55,2.85,"523iOSL6R2OomhVMGcfxdy",NA,NA,NA,NA,22,"gems-9"
"128","A*Teens","Rockin'",12.15,5,16.85,11.4,15.5,35.4,14.75,7.35,0.2,12.18,25.08,3.78,0.84,1.55,2.3,"66Ic3dIvBMBV7Oc4PUjw5w",NA,NA,NA,NA,20,"gems-9"
"129","Mark Ronson","Uptown Funk",11,17,26.47,18,7.47,61.47,51.27,8.53,0.27,15.99,56.37,4.4,0.91,4.2,3.8,"32OlwWuMpZ6b0aN2RZOeMS",NA,NA,NA,NA,15,"gems-9"
"130","Apparat","Black Water",18.88,22.76,19.47,16,18.88,9,17.12,13.24,26.24,19.2,13.06,19.74,0.24,1.29,2.65,"3mFu6HJLVeyyUyTS1EkHFP",NA,NA,NA,NA,17,"gems-9"
"131","Sarah Vaughan","He's My Guy",17.75,15.42,26.33,28.08,47.33,33,27.67,7.08,1.58,26.98,30.33,4.33,0.71,1.08,3,"5Po3D0fxlUpQTciXYWOmnJ",NA,NA,NA,NA,12,"gems-9"
"132","Pinball","Come Into My Dream",21.31,10.46,9.77,13.23,9.31,31.15,24.15,19.54,2.92,12.82,27.65,11.23,0.58,1.46,2.15,"2JPFEnjLROchH7qqoRy9Vl",NA,NA,NA,NA,14,"gems-9"
"133","Heidi Montag","Love It or Leave It",11.9,13.1,10.5,3.7,13.2,24.8,17.9,21,0.8,10.48,21.35,10.9,0.49,1.3,2.2,"25pVbxHtM3TdDA6hHwvLfW",NA,NA,NA,NA,10,"gems-9"
"134","The Bug","Poison Dart",9.47,8.47,9.2,9.07,9.73,17.33,14.2,44.47,3.4,9.19,15.77,23.93,0.79,1.33,2,"7k9XruEHhkEH1I2epEHERo",NA,NA,NA,NA,16,"gems-9"
"135","Hey Monday","Set Off",2.79,17.14,14.5,13.93,6.07,42.57,36.79,15.79,2.5,10.89,39.68,9.14,0.8,1.21,2.5,"0D5q7zxMaeQ9ekjuTQiryo",NA,NA,NA,NA,14,"gems-9"
"136","Above & Beyond","Alchemy",18.35,31.71,7.18,14.47,17.82,21.41,25.47,14.76,9.24,17.91,23.44,12,0.45,1.53,2.29,"0Xm3H8qUhiUALrZYJyf61f",NA,NA,NA,NA,17,"gems-9"
"137","WJSN","HURRY UP",8.5,10.25,9.88,3.25,6.5,57.88,28.62,10.81,1.12,7.68,43.25,5.97,0.95,1.06,2.31,"1lAuz7VJzbhhYHTQ11JE12",NA,NA,NA,NA,16,"gems-9"
"138","Anathema","Judgement",13.64,11.43,16.71,3.57,6,22.93,55.5,43.21,9.79,10.27,39.21,26.5,0.88,1.43,2.43,"0jQxDAN0CBuIdAqbR4OnzV",NA,NA,NA,NA,14,"gems-9"
"139","Belleruche","Anything You Want (Not That)",13.83,12.25,15.92,14.25,18.17,24.08,10,8.33,2.83,14.88,17.04,5.58,0.47,1.25,2.75,"41fe96o3cxCfvINxcxEe4R",NA,NA,NA,NA,13,"gems-9"
"140","Lasgo","Alone",1.43,8.64,7.71,5.5,1.71,30.71,26.57,18.71,4.71,5,28.64,11.71,0.83,1.14,2.64,"6hVdYM1RKjPIYv17KJ6Cll",NA,NA,NA,NA,15,"gems-9"
"141","Evelyn Thomas","High Energy",12.33,8.17,20.5,6.25,6.67,38.33,46,23.42,3.83,10.78,42.17,13.62,0.87,1.25,2.42,"2O3JCRH7IvUUbzbxEvoVAi",NA,NA,NA,NA,12,"gems-9"
"142","Faithless","Insomnia",6.88,7.31,2.12,2.69,8.25,5.19,4.5,36.19,4.88,5.45,4.84,20.53,0.79,1,1.75,"7gWc0QEt2hoIkMv3XxPY1T",NA,NA,NA,NA,16,"gems-9"
"143","Good Charlotte","I Don't Wanna Be In Love (Dance Floor Anthem)",14,10.06,25.06,6.88,11.41,32.53,40.06,13.82,5.41,13.48,36.29,9.62,0.83,1.59,2.59,"36UVZPoK8a1Oxh13cY8kOp",NA,NA,NA,NA,17,"gems-9"
"144","Bonobo","Nightlite",37.07,29.6,17.87,13.6,26.13,25.47,28.4,12.8,10.8,24.85,26.93,11.8,0.42,1.2,3.27,"1gI1nC5E3ObyMtejdc8crP",NA,NA,NA,NA,16,"gems-9"
"145","Flux Pavilion","I Can't Stop",25.53,32,10.84,11.21,14.26,38.68,42.47,31.21,5.21,18.77,40.58,18.21,0.8,2,2.79,"5WSL7UTa38jMWoBzObD4BD",NA,NA,NA,NA,19,"gems-9"
"146","Everything But the Girl","Low Tide Of The Night",29.83,23.08,34.5,26.25,43.42,26,11.83,4.25,1,31.42,18.92,2.62,0.74,1.17,3,"06bJuoqZDzxSINQFREVLu0",NA,NA,NA,NA,11,"gems-9"
"147","Babybird","You're Gorgeous",13.56,2.38,15,4.38,22.69,24.06,2.94,0.88,6.75,11.6,13.5,3.81,0.69,1.94,2.38,"5COBer69wpwkCPPaLr1gFb",NA,NA,NA,NA,16,"gems-9"
"148","Wayne Newton","Danke Schoen",14.71,15.64,38.57,21.5,11.5,23,16.71,13.29,7.5,20.39,19.86,10.39,0.64,2.07,3,"1BfbdFWT4wirsQ5BNgmN52",NA,NA,NA,NA,13,"gems-9"
"149","Phil Collins","Against All Odds (Take a Look at Me Now)",34,21.54,52.77,41.54,31.69,16.62,21.69,0.62,20.31,36.31,19.15,10.46,0.84,3.77,3.62,"63CHa6rmamv9OsehkRD8oz",NA,NA,NA,NA,15,"gems-9"
"150","Nina Simone","That's All I Ask",24.33,17.6,38.07,43.67,29.67,15.27,18.87,6.4,34.87,30.67,17.07,20.63,0.77,1.27,2.93,"5uI8omnLtzW4xTqJ5AoQtT",NA,NA,NA,NA,15,"gems-9"
"151","Lacrimas Profundere","The Crown of Leaving",19.29,17.86,17.71,8.57,18.29,12,21.07,24.21,17,16.34,16.54,20.61,-0.39,1.14,2.07,"7qNpAPSfPiLQ47cez2IpeW",NA,NA,NA,NA,14,"gems-9"
"152","Nero","My Eyes",18.93,23.33,10.87,4.13,10.13,20.47,43.27,37.07,5.27,13.48,31.87,21.17,0.85,1.13,2.4,"4gMIZhJUOCjmQxo1fwhhnK",NA,NA,NA,NA,15,"gems-9"
"153","ATB","9pm (Till I Come)",27.82,24.91,55.45,22.27,10.18,32.27,33.27,11.45,4.18,28.13,32.77,7.82,0.82,3,2.82,"1CgbwsrNDlFrRuk2ebQ7zr",NA,NA,NA,NA,11,"gems-9"
"154","Elis Regina","Como Nossos Pais",20.31,16.56,16.44,23.38,14.62,21.44,19.69,9.19,17.88,18.26,20.56,13.53,-0.28,1.06,2.44,"2ZC8sdv4Kvuql7Q9T8Agzv",NA,NA,NA,NA,18,"gems-9"
"155","Burial","Untrue",10.28,15.83,15.5,7.94,14.06,23.33,21.61,21.11,6.44,12.72,22.47,13.78,0.35,1.22,2.11,"1aaIYTqoRDzRUilU2Q6vTe",NA,NA,NA,NA,18,"gems-9"
"156","Ella Fitzgerald","The Nearness Of You",30.08,16.58,62.75,36.42,65.33,22.25,11.58,3.83,13.83,42.23,16.92,8.83,0.89,1.58,3.58,"39CdOo5GPGSIdxWDvyyWkr",NA,NA,NA,NA,12,"gems-9"
"157","Jessie Ware","Swan Song",15,11.08,11.46,19.92,34.38,9,6.31,11.15,18.69,18.37,7.65,14.92,0.62,1,2.85,"708jomIP1WJkoinbSJxOGm",NA,NA,NA,NA,14,"gems-9"
"158","The Cinematic Orchestra","Ma Fleur",17.31,14.94,26.25,27.62,42.5,10.5,11.69,8.25,19.88,25.73,11.09,14.06,0.74,1,2.5,"3AqPL1n1wKc5DVFFnYuJhp",NA,NA,NA,NA,19,"gems-9"
"159","Good Charlotte","March On",18.92,7.85,15.77,12.62,27.23,11.69,2.69,2.62,24.92,16.48,7.19,13.77,0.65,1.15,2.62,"5aj1QFI3B492gzMXgioTqe",NA,NA,NA,NA,13,"gems-9"
"160","Perlla","No Meu Comando",10.6,12,3.4,7.87,5,22.87,17.87,9.2,2.07,7.77,20.37,5.63,0.61,1.13,2.27,"4A1xnjGKCJWxa6VnUHKdvl",NA,NA,NA,NA,13,"gems-9"
"161","of Montreal","Oslo In The Summertime",14.68,13.53,14.37,12.79,18.05,26.42,13.26,21.32,11.53,14.68,19.84,16.42,0.28,1.47,2.68,"3aWcuInJ6nPVUey0wDQQUL",NA,NA,NA,NA,19,"gems-9"
"162","BANKS","Beggin for Thread",14.2,20.28,12.96,12.88,12.72,15.88,20.68,10.6,7.64,14.61,18.28,9.12,0.37,1.4,2.36,"4PvD06Pmbm2rHG2JjSlElF",NA,NA,NA,NA,25,"gems-9"
"163","The Whispers","Rock Steady",14.53,13,32.35,14.59,13.41,40.82,22.24,7.12,2.76,17.58,31.53,4.94,0.86,2.06,3.06,"1YCsTFttuHAzgfEWKdOb9K",NA,NA,NA,NA,19,"gems-9"
"164","Beyonc�","Halo",33.47,31.73,54.93,39.13,25.8,34.87,58.87,18.4,16.6,37.01,46.87,17.5,0.76,4.73,3.93,"4JehYebiI9JE8sR8MisGVb",NA,NA,NA,NA,16,"gems-9"
"165","Passion Pit","Sleepyhead",9.22,12.72,14.78,4.67,10.39,34.33,18.11,19.89,1.94,10.36,26.22,10.92,0.79,1.28,2.61,"4prEPl61C8qZpeo3IkYSMl",NA,NA,NA,NA,18,"gems-9"
"166","Edwin McCain","I Could Not Ask for More",24.43,10.13,26.37,26.3,22.83,15.3,23.9,7.8,10.7,22.01,19.6,9.25,0.79,1.27,2.47,"14J3PO0VnhtcRa31r7Aj1L",NA,NA,NA,NA,31,"gems-9"
"167","Ace of Base","All That She Wants",19.53,22.29,46.82,20.06,23.82,59.18,28.35,5.41,12.12,26.51,43.76,8.76,0.88,3.59,3.53,"6kWJvPfC4DgUpRsXKNa9z9",NA,NA,NA,NA,17,"gems-9"
"168","Duke Ellington","Sophisticated Lady",22,17.42,40.75,30.83,44.5,19.58,9.17,8.5,12.5,31.1,14.38,10.5,0.75,1.33,3.17,"2ua1p76h5Yy2u3dVZ9Qb0l",NA,NA,NA,NA,12,"gems-9"
"169","S�rgio Mendes","Mas que nada",15.56,17.33,16,12.17,30.78,37.33,20.67,14.28,2.11,18.37,29,8.19,0.69,3.22,3.28,"6U7GUjtamt2P0LcFod1dBT",NA,NA,NA,NA,18,"gems-9"
"170","Trailerpark","Schlechter Tag",26.83,33.67,5.67,7.92,7.42,36,3.92,18.67,0,16.3,19.96,9.33,0.67,2,3.17,NA,"https://youtube.com/clip/Ugkxf5fmFiQEz9AO6cjfIswgzRsJmSFsHTQ4","Ugkxf5fmFiQEz9AO6cjfIswgzRsJmSFsHTQ4","0:19","1:01",12,"gems-45_mx"
"171","Desiigner","Panda",40,10.5,1.17,15.5,12.17,45.58,37.42,14.25,1.58,15.87,41.5,7.92,0.76,4.25,3.83,"275a9yzwGB6ncAW4SxY7q3","https://youtube.com/clip/UgkxQz5bPiHchdgU1Ie2V9uYNUt_ovZ6pl5O","UgkxQz5bPiHchdgU1Ie2V9uYNUt_ovZ6pl5O","0:39","1:09",12,"gems-45_mx"
"172","NAS","Doo Rags",40.75,31.83,22.75,32.33,26.25,39.42,41.08,0,3.75,30.78,40.25,1.88,0.61,2.08,4,"2XQrvYopdCkOenX4Z5CdV7","https://youtube.com/clip/UgkxHgPXHI3iwijH2ubl4ECPZWr71pOH2kNY","UgkxHgPXHI3iwijH2ubl4ECPZWr71pOH2kNY","0:17","1:11",12,"gems-45_mx"
"173","DMX","X Gon' Give It To Ya",28.18,12.09,15.82,14.55,15.09,62.09,62.18,0,1.09,17.15,62.14,0.55,0.87,3.91,4.18,"1zzxoZVylsna2BQB65Ppcb","https://youtube.com/clip/UgkxMeHC_SJHx7meQn7dBLWcFSeJvrcjj8dO","UgkxMeHC_SJHx7meQn7dBLWcFSeJvrcjj8dO","0:20","1:03",11,"gems-45_mx"
"174","Xatar","Meine Gro�e Liebe",10.82,27.18,0,15.45,1,22.91,27.18,6.73,0,10.89,25.05,3.36,0.52,2,2.64,"7H1xPBRWYLhPGluTUDUYOw","https://youtube.com/clip/UgkxFhBctjHXvMsHAcraQU2xMxEYvWxFm_wL","UgkxFhBctjHXvMsHAcraQU2xMxEYvWxFm_wL","2:15","2:52",11,"gems-45_mx"
"175","Biggie Smalls","Hypnotize",44.58,21.58,33.42,12.92,28.25,39.17,23,12.25,0,28.15,31.08,6.12,0.53,3.58,3.83,"6Tsu3OsuMz4KEGKbOYd6A0","https://youtube.com/clip/Ugkxbp2QRLTD6BTCpZW-yKc0OFZeAW5I8r09","Ugkxbp2QRLTD6BTCpZW-yKc0OFZeAW5I8r09","0:53","1:33",12,"gems-45_mx"
"176","Salt-N-Pepa","Shoop",16.85,13.21,7.79,4.35,14.85,55.62,31.15,4.94,0,11.41,43.38,2.47,0.93,2.12,3.47,"0Pu71wxadDlB8fJXfjIjeJ","https://youtube.com/clip/UgkxI8XA0Ss2SLFsfghG7NqcNGfMsRxxpZYv","UgkxI8XA0Ss2SLFsfghG7NqcNGfMsRxxpZYv","1:08","1:52",34,"gems-45_mx"
"177","Prinz Pi","Laura",11.03,8.53,10.82,7.56,13.71,6.15,12.97,21.26,14.09,10.33,9.56,17.68,0.06,1.24,2.18,"4pbTElMDaHrkLOfOv8nUdC","https://youtube.com/clip/UgkxKywj4WMS6UIR12bQWx3DD6jYhjU0j1Em","UgkxKywj4WMS6UIR12bQWx3DD6jYhjU0j1Em","1:40","2:26",34,"gems-45_mx"
"178","Black Eyed Peas","Where Is The Love",40.67,40.61,29.21,7.06,9.73,37.39,28.48,7.45,14.24,25.45,32.94,10.85,0.87,3.97,3.73,"1FreAz1lmnDi5aKLB6GdFM","https://youtube.com/clip/UgkxAcAvpg9Rn3wufSr74nt2XWz5VAoqurTl","UgkxAcAvpg9Rn3wufSr74nt2XWz5VAoqurTl","1:38","2:23",33,"gems-45_mx"
"179","Blumio","Lass Mal �ber Haie Reden",10.56,11.22,2.41,5.56,11.89,39.78,27.59,23.96,3.33,8.33,33.69,13.65,0.84,1.22,2.7,"2cdXF2fdd1q3wXg7VnxzEJ",NA,NA,NA,NA,27,"gems-45_mx"
"180","Cyne","One Day",14.5,9.18,8.25,7.93,18.21,40.54,28.82,9.89,0.82,11.61,34.68,5.36,0.83,1.36,3.29,"46cmIQKXy7Ric5yNZ2tzde",NA,NA,NA,NA,28,"gems-45_mx"
"181","The Pharcyde","Passin' Me By",19.19,6.48,4.74,10.19,13.81,32.22,22.41,26.93,0,10.88,27.31,13.46,0.79,1.56,3.11,"4G3dZN9o3o2X4VKwt4CLts",NA,NA,NA,NA,27,"gems-45_mx"
"182","Gucci Mane","Tone It Down",11.11,10.21,0,7.96,19.43,40.21,29.5,25.46,1.04,9.74,34.86,13.25,0.84,1.57,2.61,"0iTCmKvuU1ReULiQB0rI7n","https://youtube.com/clip/Ugkxf33sURscVNsNOPhtXYIqdKQs0QgGv_hU","Ugkxf33sURscVNsNOPhtXYIqdKQs0QgGv_hU","0:42","1:19",28,"gems-45_mx"
"183","Jay-Z","The Story Of OJ",17.68,13.11,11.04,10.36,29.43,31.5,19.96,20.96,2.96,16.32,25.73,11.96,0.63,1.57,2.54,"6JpN5w95em8SODPiM7W2PH","https://youtube.com/clip/Ugkxwm41Q5LmH_RIy9Az47Y2TT8x2u_nW7f_","Ugkxwm41Q5LmH_RIy9Az47Y2TT8x2u_nW7f_","1:00","1:41",28,"gems-45_mx"
"184","2Pac","All Eyez On Me",14.14,10.43,11.75,15.07,28.64,26.32,20.57,21.18,1.21,16.01,23.45,11.2,0.54,1.93,2.75,"4VQNCzfZ3MdHEwwErNXpBo",NA,NA,NA,NA,28,"gems-45_mx"
"185","K.I.Z.","Ein Affe und ein Pferd",12.13,8.53,3.87,7.2,11.17,35.1,33.57,40.37,0,8.58,34.33,20.18,0.88,2.53,2.43,"3qM75mSV84LHHJqlITqZsk","https://youtube.com/clip/UgkxnE8-rmtVlOk9mjkXNUzj7cbG0RTr0goh","UgkxnE8-rmtVlOk9mjkXNUzj7cbG0RTr0goh","0:00","0:37",30,"gems-45_mx"
"186","LL Cool J","Around The Way Girl",18.77,9.13,12.53,18.23,32.3,42.67,16.37,6.6,1.7,18.19,29.52,4.15,0.84,1.9,3,"4Qxv2L4JICAWLFrBV6QeH8","https://youtube.com/clip/UgkxMbCDRF2FTSOAr1PU6OBHoM-fbiYzsRIR","UgkxMbCDRF2FTSOAr1PU6OBHoM-fbiYzsRIR","2:29","2:59",30,"gems-45_mx"
"187","Coolio","Gangsta's Paradise",31.3,15.97,22.53,2.03,12.17,65.57,51.07,9.47,1.03,16.8,58.32,5.25,0.95,3.97,3.87,"1DIXPcTDzTj8ZMHt3PDt8p",NA,NA,NA,NA,30,"gems-45_mx"
"188","Cardi B","Bodak Yellow",10.97,8.06,1.58,4.29,7.23,47.16,39.23,16.16,0,6.43,43.19,8.08,0.92,3.32,3.13,"6KBYefIoo7KydImq1uUQlL","https://youtube.com/clip/Ugkx48OuhuUKmNoCu9K_To4wgHRXCPr708xs","Ugkx48OuhuUKmNoCu9K_To4wgHRXCPr708xs","0:14","0:50",31,"gems-45_mx"
"189","Killer Mike","A.D.I.D.A.S.",18.44,1.59,6.38,2.25,16.69,37.97,8.47,14.31,2.06,9.07,23.22,8.19,0.86,1.59,2.66,"3ghaPXI1bdNDeYpfCEv1Gw","https://youtube.com/clip/UgkxiSdeQAHTlSYSQp1Dzp5rOMLKzJAF_m_3","UgkxiSdeQAHTlSYSQp1Dzp5rOMLKzJAF_m_3","0:41","1:19",32,"gems-45_mx"
"190","Beginner","F�chse",18.65,14.55,7.52,2.84,28.48,43.52,17.06,9.84,4.55,14.41,30.29,7.19,0.86,1.71,3.13,"4vxjNphyAqPGR8KpuXPGoi","https://youtube.com/clip/Ugkxg4DpwMmd0f6ft1dcr1UHjkgDVWqbUmQM","Ugkxg4DpwMmd0f6ft1dcr1UHjkgDVWqbUmQM","0:37","1:13",31,"gems-45_mx"
"191","Scroobius Pip","Let 'Em Come",8.04,13.96,1.44,3.19,2.78,18.19,26.11,46.37,0,5.88,22.15,23.19,0.9,1.33,2.19,"5iDkCenF5yMkweYTzvnxc0","https://youtube.com/clip/UgkxNA0TGyZvRFpL5HfNxf5jL-Aos0_TMrjq","UgkxNA0TGyZvRFpL5HfNxf5jL-Aos0_TMrjq","0:18","1:11",27,"gems-45_mx"
"192","SIDO","Fuffies Im Club",7.07,15.85,1.37,3.37,6.52,28.19,12.26,31.04,1.48,6.84,20.22,16.26,0.82,1.52,2.3,"1A0b0yR0quuBByKQzASAvf","https://youtube.com/clip/UgkxiDWo6SHEUI4jBlKNkh5hXdY_TZh5n84U","UgkxiDWo6SHEUI4jBlKNkh5hXdY_TZh5n84U","0:54","1:35",27,"gems-45_mx"
"193","Chance The Rapper","Summer Friends",2.26,6.93,6.26,8.52,18.19,24.59,4.67,18.3,0,8.43,14.63,9.15,0.73,1.3,2.33,"2fl0B0OaXjWbjHCQFx2O8W","https://youtube.com/clip/Ugkx3xlTENI-JXgKuo3V07OjMtslbm5vFWD5","Ugkx3xlTENI-JXgKuo3V07OjMtslbm5vFWD5","0:56","1:34",27,"gems-45_mx"
"194","Twentyone Pilots","Lane Boy",18,13.17,2.45,1.07,11.79,26.62,33.17,7.38,3.52,9.3,29.9,5.45,0.84,1.9,2.97,"2P61EK6DMGyVyssLWS4fKy","https://youtube.com/clip/Ugkx6eec1x4NPyH_99Itv46s6pLeG_41gm9x","Ugkx6eec1x4NPyH_99Itv46s6pLeG_41gm9x","0:26","1:08",29,"gems-45_mx"
"195","BBou","Kanona",12.93,5.45,3.28,9.21,4.17,14.93,14.55,17.14,2.48,7.01,14.74,9.81,0.46,1.55,2.21,NA,"https://youtube.com/clip/Ugkx_GQpNV2nvUVSHHAdncjVQHIqQ_7MUNwf","Ugkx_GQpNV2nvUVSHHAdncjVQHIqQ_7MUNwf","0:22","1:11",29,"gems-45_mx"
"196","The Roots","You Got Me",21.93,10.31,26,21.34,21.9,8.72,11.14,9.21,15.21,20.3,9.93,12.21,0.45,2.31,3.1,"4pdLZsxq0y5oJDb6Cxlokw","https://youtube.com/clip/Ugkxu01TdXlyzUBaA1uxYlVxUTn3Z0cXaUh5","Ugkxu01TdXlyzUBaA1uxYlVxUTn3Z0cXaUh5","0:16","0:57",29,"gems-45_mx"
"197","Kanye West","Touch The Sky",16.43,9.75,17.32,10,17.14,46.86,22.43,7.04,0.79,14.13,34.64,3.91,0.83,2.96,3.25,"2dxjKgT0li4qBI3QwuN9Ih","https://youtube.com/clip/UgkxECNPyiKIoYY4_1W_zNYoxmgktMke-Sze","UgkxECNPyiKIoYY4_1W_zNYoxmgktMke-Sze","0:55","1:37",28,"gems-45_mx"
"198","Pharoahe Monch","Let's Go",7.21,12.93,3.57,0,14.11,26.43,20.46,14.54,0,7.56,23.45,7.27,0.71,1.46,2.39,"67c29TckQ1LtejsU6USqvG","https://youtube.com/clip/Ugkx_7x4uFOt1eXD_KeuDY4hwqVAbulrtRUg","Ugkx_7x4uFOt1eXD_KeuDY4hwqVAbulrtRUg","0:19","0:54",28,"gems-45_mx"
"199","Eminem","Mockingbird",25.11,9.54,34.32,14.39,12.46,13.18,9.71,17.54,38.64,19.16,11.45,28.09,0.7,3.29,3.36,"561jH07mF1jHuk7KlaeF0s","https://youtube.com/clip/Ugkxgie5MI-cRMFrgZHXb5x44t3tkLgpM5CJ","Ugkxgie5MI-cRMFrgZHXb5x44t3tkLgpM5CJ","1:10","1:48",28,"gems-45_mx"
"200","Eminem","Rap God",30.81,25.07,14.52,9.56,8.26,39.48,34.52,28.41,3.7,17.64,37,16.06,0.75,3.33,3.26,"6or1bKJiZ06IlK0vFvY75k","https://youtube.com/clip/UgkxrDhQWgXdqNyuTc7tw5ecNLbYAppxo_jj","UgkxrDhQWgXdqNyuTc7tw5ecNLbYAppxo_jj","4:10","5:05",27,"gems-45_mx"
"201","Freundeskreis","A-N-N-A",6.04,11.26,18.85,21.15,29.78,6.22,0,13.26,12.48,17.41,3.11,12.87,0.66,1.85,2.48,"6EWtkdeKmVtRjmydTfIR0S","https://youtube.com/clip/UgkxMgl6-aZs6hkIbjgGKbpferte9SbBUBnx","UgkxMgl6-aZs6hkIbjgGKbpferte9SbBUBnx","0:59","1:40",27,"gems-45_mx"
"202","Eminem","Lose Yourself",29.7,17,26,12.96,16.63,50.96,36.85,15.56,3.7,20.46,43.91,9.63,0.81,4.04,3.78,"7MJQ9Nfxzh8LPZ9e9u68Fq","https://youtube.com/clip/UgkxpFGqBJ32ORfzd4DhgSOtxi95nKPJclM2","UgkxpFGqBJ32ORfzd4DhgSOtxi95nKPJclM2","1:01","1:47",27,"gems-45_mx"
"203","Travis Scott","Antidote",12.23,11.42,7.84,4.1,11.16,43.58,23.74,19.23,1.16,9.35,33.66,10.19,0.85,2.42,2.9,"1wHZx0LgzFHyeIZkUydNXq","https://youtube.com/clip/UgkxH_KgkMKJXtZ87XO7APEaNnSMxNi5L-3n","UgkxH_KgkMKJXtZ87XO7APEaNnSMxNi5L-3n","0:27","1:11",31,"gems-45_mx"
"204","Kendrick Lamar","Cartoons & Cereal",13.45,17.61,5.16,0,4.68,31.48,17.16,34.81,4.52,8.18,24.32,19.66,0.84,1.65,2.45,NA,"https://youtube.com/clip/UgkxABWx8IMDZ1ygX9cK_u6KoTxrBq3P8ySu","UgkxABWx8IMDZ1ygX9cK_u6KoTxrBq3P8ySu","0:37","1:28",31,"gems-45_mx"
"205","Kanye West","Runaway",13.97,2.81,10.55,11.42,13.84,28.61,6.58,23.26,7.74,10.52,17.6,15.5,0.62,1.84,2.58,"3DK6m7It6Pw857FcQftMds","https://youtube.com/clip/UgkxvrHQRM-a4RVDO6Hq0k09yxHmzCm20VwZ","UgkxvrHQRM-a4RVDO6Hq0k09yxHmzCm20VwZ","1:44","2:24",31,"gems-45_mx"
"206","Jay-Z","99 Problems",8.75,8.11,5.77,1.3,14.09,43.52,38.34,18.32,0,7.6,40.93,9.16,0.94,2.52,2.77,"7IdFdRlCjUi6kkhbPoRfnw","https://youtube.com/clip/Ugkx57VaIZOdBBg6E3ZPJxd9Ej8E7jqqCyqQ","Ugkx57VaIZOdBBg6E3ZPJxd9Ej8E7jqqCyqQ","1:59","2:41",44,"gems-45_mx"
